_c0,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label,plot
6521,tt1459040,Ibrahim Labyad,,2009,\N,134,3074.0,True,"  Ibrahim Labyad is a 2009 Dutch drama film directed by Mijke de Jong. The film follows the story of Ibrahim, a young Moroccan man living in the Netherlands. After his father dies, Ibrahim is left to fend for himself and struggles to find his place in society. He meets a group of friends who help him find his way and eventually he finds love with a Dutch girl named Marloes. However, their relationship is challenged by cultural differences and Ibrahim's past. As Ibrahim navigates his new life, he must confront the prejudices of those around him and learn to accept himself for who he is. Along"
6529,tt1467273,The First Beautiful Thing,La prima cosa bella,2010,\N,122,5127.0,True,"  The First Beautiful Thing is a 2010 Italian drama film directed by Paolo Virzì. The story follows the life of Bruno, a middle-aged man who returns to his hometown in Tuscany to visit his aging mother, Anna. As he reconnects with his family and childhood friends, Bruno is forced to confront the memories of his past and the choices he has made in life. Through flashbacks, we learn that Anna was an eccentric woman who was often at odds with her husband and children. Despite their differences, she was always fiercely devoted to her family and instilled in them a strong sense of love and loyalty."
6536,tt1473357,Fatal,,2010,\N,95,2034.0,False,"  The Fatal is a 2010 psychological thriller about a young woman named Sarah who is struggling to cope with the death of her father. She finds solace in her new job as a security guard at an old abandoned building. But when strange things start happening, Sarah begins to suspect that something sinister is lurking in the shadows. As she investigates further, she discovers that the building is haunted by a malevolent spirit known as The Fatal. With the help of her co-worker, Sarah must confront this evil entity and put an end to its reign of terror before it's too late. Along the way, she will uncover dark secrets about her"
6550,tt1484521,30 Béáts,,2012,\N,88,1004.0,False,"  30 Beats is a 2012 romantic comedy-drama film directed by Alexis Lloyd. The story follows the lives of a group of New Yorkers as they explore love, sex, and friendship over the course of one summer. The main characters are Beatrice, an aspiring actress; Adam, a struggling musician; and their friends. Beatrice and Adam's relationship is tested when they both fall for the same girl, while their friends struggle with their own relationships. As the summer progresses, each character must confront their own fears and insecurities in order to find true love. Along the way, they learn to appreciate life's little moments and"
6552,tt1485749,Mr. Pip,,2012,\N,116,4098.0,True,"  Mr. Pip is a 2012 drama film directed by Andrew Adamson and based on the novel of the same name by Lloyd Jones. The story follows Matilda, a young girl living in Bougainville, an island in Papua New Guinea, during the civil war of the 1990s. Matilda's life is changed when Mr. Watts, an eccentric white man, arrives to teach at her school and introduces her to the world of Charles Dickens' novel Great Expectations. Through his storytelling, Mr. Watts helps Matilda to escape from her troubled reality and find hope in a seemingly hopeless situation. As their friendship grows, Matilda"
6560,tt14888874,Démớn Sláyér: Kimétsú nớ Yáibá - Mt. Nátágúmớ Árc,Kimetsu no Yaiba: Natagumo Yama Hen,2020,\N,138,3953.0,True,"  The Démớn Sláyér: Kimétsú nớ Yáibá - Mt. Nátágúmớ Árc is a 2020 Japanese action-adventure film directed by Takashi Miike. The story follows a group of warriors who are tasked with protecting the sacred mountain of Nátágúmớ Árc from an evil demon. The warriors must battle their way through hordes of monsters and demons in order to reach the summit and save the mountain from destruction. Along the way, they must also face off against"
6573,tt1502396,Alamar,Alamar,2009,\N,73,2453.0,True,"  Alamar is a 2009 Mexican drama film directed by Pedro González-Rubio. The story follows Natan, a young boy from Mexico City, as he embarks on a journey to the Banco Chinchorro, an isolated coral reef off the coast of Quintana Roo. Natan is sent to stay with his father, Jorge, who lives in a small fishing village on the reef. Despite their differences, Natan and Jorge form a strong bond as they explore the beauty of the reef and its surrounding waters. Together they learn about fishing and diving, and discover the importance of family and community. As"
6578,tt1504319,Rớád tớ Nớwhéré,Road to Nowhere,2010,\N,121,1754.0,False,"  Radha Mitchell stars as Rose, a young woman who is struggling to cope with the death of her father. She finds solace in the mysterious and magical world of Radha Nohwhere, a place where time stands still and the past, present and future are all connected. Rose embarks on a journey of self-discovery as she meets a variety of characters who help her to understand her own identity and purpose. Along the way, she discovers that Radha Nohwhere is more than just a place; it is an entire universe filled with secrets and wonders. As Rose unravels the mysteries of Radha Noh"
6581,tt1506999,Haywire,Haywire,2011,\N,93,86017.0,False,"  Haywire is a 2011 action thriller starring Gina Carano as Mallory Kane, a highly trained black ops soldier who is betrayed by her employers. After being double-crossed and left for dead, Mallory sets out to exact revenge on those responsible. She embarks on a mission of vengeance that takes her across the globe, from Ireland to Barcelona and finally to the United States. Along the way she must battle her former colleagues and allies, all while trying to uncover the truth behind her betrayal. With the help of an unlikely ally, Mallory must use her skills and training to stay one step ahead of her enemies in order"
6592,tt15141242,Tráyám,Trayam,2021,\N,118,,True,"  The Tráyám is a 2021 science fiction film set in a post-apocalyptic world. The story follows a group of survivors who are struggling to survive in the harsh environment. They are led by a mysterious figure known as the Tráyám, who has the power to manipulate time and space. The group must use this power to find a way to save their world from destruction. Along the way, they encounter strange creatures, powerful forces, and dangerous enemies. As they journey through this strange new world, they must learn to trust each other and work together if they are to succeed in their mission. With"
6596,tt1517225,The Enemy,Neprijatelj,2011,\N,108,2513.0,True,"  The Enemy is a 2011 psychological thriller about a man named David, who is struggling to cope with the death of his wife. He begins to have visions of her and starts to believe that she is still alive. He sets out on a journey to find her, but soon discovers that he is being followed by an unknown enemy. As he continues his search, he finds himself in a dangerous game of cat and mouse with his pursuer. Along the way, he discovers secrets about his past and the truth behind his wife's death. With time running out, David must find a way to outwit his enemy before it's too late"
6603,tt1521877,Vanishing of the Bees,,2009,\N,87,1154.0,True,"  The Vanishing of the Bees is a 2009 documentary that follows commercial beekeepers David Hackenberg and Dave Mendes as they strive to keep their bees alive and healthy. The film explores the alarming disappearance of honeybees across the world, known as Colony Collapse Disorder (CCD). It examines the possible causes of CCD, including pesticides, parasites, and viruses. It also looks at how CCD affects the global food supply, as bees are responsible for pollinating many of our crops. The documentary features interviews with scientists, beekeepers, farmers, and environmentalists who discuss their theories on what is causing CCD. It also looks"
6608,tt1524131,Knucklehead,,2010,\N,100,2506.0,False,"  Knucklehead is a 2010 comedy film starring WWE wrestler Big Show. The story follows Walter Krunk, an orphaned man-child who has been living in an orphanage since he was a baby. When the orphanage is threatened with closure, Walter is taken in by a kindhearted promoter named Eddie Sullivan. With Eddie's help, Walter begins to train as a professional wrestler and soon finds himself in the ring with some of the biggest names in the business. Along the way, Walter learns valuable lessons about friendship, loyalty and self-confidence. As his career takes off, Walter must also face his own inner demons and confront"
6615,tt1529240,Brownian Movement,Brownian Movement,\N,2010,97,1269.0,False,"  The Brownian Movement is a German drama film released in 2010. It follows the story of Anna, a young woman living in Berlin who is struggling to cope with her mother's death. She finds solace in her work as a nurse, but her life is thrown into turmoil when she meets a mysterious man named Robert. As their relationship develops, Anna discovers that Robert is involved in an underground world of drugs and prostitution. She must decide whether to stay with him or risk losing everything she has worked for.  The film follows Anna as she navigates this dangerous new world and attempts to make sense of her own feelings for Robert"
6620,tt1533084,The Traveler,,2010,\N,96,4716.0,False,"  The Traveler is a 2010 thriller about a mysterious man who arrives in a small town with no memory of his past. He quickly finds himself embroiled in a web of secrets and lies as he attempts to uncover the truth about his identity. As he searches for answers, he discovers that the town is hiding a dark secret and that his presence has put everyone in danger. With the help of an old friend, he must unravel the mystery before it's too late. Along the way, he discovers that his past is more complicated than he ever imagined and that his future may be even more uncertain. In the end, The Traveler must"
6622,tt1534084,In Gold We Trust,,\N,2010,100,1002.0,False,"  In Gold We Trust is a 100-minute drama about a young couple, John and Sarah, who are struggling to make ends meet. They live in a small town in the Midwest and are barely getting by. One day, John discovers an old gold coin in his grandfather's attic and decides to sell it to make some extra money. He takes the coin to a local pawn shop, where he meets an eccentric old man who offers him an incredible deal: if John can find more gold coins like the one he has, he will pay him handsomely.  John and Sarah embark on a journey to find more coins, but"
6633,tt1537717,"Love, Bitter",Aci Ask,2009,\N,106,1836.0,False,"  Love, Bitter is a 2009 romantic drama film about two people who are brought together by fate. The story follows the lives of two strangers, John and Sarah, who meet on a train and quickly fall in love. However, their relationship is tested when Sarah discovers that John is married. Despite her initial hesitation, Sarah decides to pursue the relationship anyway. As their love grows stronger, they must face the consequences of their actions and confront the truth about their feelings for each other. Along the way, they learn to accept each other's flaws and find true happiness in one another. In the end, they realize that love can be"
6646,tt1545754,Are You Here,,\N,2013,114,15679.0,False,"  Are You Here is a comedy-drama film directed by Matthew Weiner. It follows the story of two childhood friends, Ben and Steve, who reunite after years apart. Ben is an irresponsible slacker who has recently inherited a large sum of money from his father's death. Steve is a successful but uptight businessman who has been struggling to make ends meet. The two embark on a road trip across the country in search of adventure and self-discovery. Along the way, they encounter various characters and situations that challenge their friendship and force them to confront their own issues. As they travel, they learn more about themselves and"
6654,tt1554414,The Dish & the Spoon,The Dish & the Spoon,2011,\N,92,1239.0,False,"  The Dish & the Spoon is a 2011 drama film directed by Alison Bagnall. It follows Rose, a young woman who has recently been abandoned by her husband. She is left alone in a small beach town with no money and no prospects. In an effort to cope with her loneliness, she begins to form an unlikely friendship with a local boy named Spoon. Together they embark on a journey of self-discovery and healing as they explore the town and its inhabitants. Along the way, Rose learns to trust again and finds solace in her newfound friendship with Spoon. As their bond grows stronger, Rose begins to find hope for"
6656,tt1557843,Purge,Purge,2010,\N,80,1557.0,False,"  The Purge is a 2010 horror film set in the near future. The United States has adopted a new law that allows for one night of the year where all crime, including murder, is legal. The story follows James Sandin and his family as they attempt to survive the night of the Purge. As the night progresses, they are forced to confront their own morality as they are faced with difficult decisions. As chaos ensues outside their home, James and his family must decide whether to stay safe inside or risk their lives to help others in need. With time running out and danger lurking around every corner, the Sandins must"
6672,tt1567312,Gélécéktén Bir Gün,,2010,\N,95,1090.0,False,"  Gélécéktén Bir Gün is a 2010 Turkish drama film directed by Özcan Alper. The story follows the lives of two young men, Ali and Cemal, who are struggling to make ends meet in Istanbul. Ali works as a street vendor while Cemal is an aspiring musician. Despite their different backgrounds, the two become close friends and share a dream of making it big in the city.  One day, Ali discovers that his father has been diagnosed with cancer and he must return to his hometown to take care of him. Cemal decides to accompany him on the journey,"
6678,tt1568343,The Humbling,,2014,\N,112,6706.0,False,"  The Humbling is a 2014 drama film starring Al Pacino as an aging stage actor who has lost his passion for life. After a failed suicide attempt, he meets a much younger lesbian woman, played by Greta Gerwig, who helps him to rediscover his love of life and art. As their relationship develops, the two explore the boundaries of love and sexuality. Pacino's character is forced to confront his own mortality and the consequences of his past decisions. The film follows their journey as they struggle to find balance between their age difference and the expectations of society. Along the way, they discover that love can be found in"
6690,tt1573478,Paleri Manikyam: Oru Pathirakolapathakathinte Katha,,2009,\N,155,1642.0,True,"  Paleri Manikyam: Oru Pathirakolapathakathinte Katha is a 2009 Malayalam mystery thriller film directed by Ranjith. The story revolves around the mysterious death of a young woman named Manikyam, who is found dead in a well in the village of Paleri. The police investigate the case and find out that Manikyam was pregnant at the time of her death. They also discover that she had been involved in an illicit affair with a local man, and had been blackmailing him for money. As the investigation progresses, it becomes clear that there are many secrets and"
6698,tt1582271,The Good Doctor,,2011,\N,91,6698.0,False,"  The Good Doctor is a 2011 medical drama film starring Orlando Bloom as Dr. Martin Blake, a young doctor who is determined to prove himself in the competitive world of medicine. After being hired at a prestigious hospital, he quickly finds himself in over his head as he struggles to balance his personal life with the demands of his job. As he navigates the politics and bureaucracy of the hospital, Martin must also confront his own inner demons and learn to trust himself and his instincts. Along the way, he discovers that sometimes it takes more than just medical knowledge to save a life. With the help of his mentor, Dr. Neil Melendez"
6701,tt1582604,Simha,Simha,2010,\N,155,1553.0,False,"  The movie Simha is a 2010 Telugu action drama film directed by Boyapati Srinu. It stars Balakrishna, Nayantara, and Sneha Ullal in the lead roles. The story revolves around a powerful and influential man named Simha who is determined to protect his family from the enemies who are out to destroy them. He is willing to go to any lengths to protect his family and will not hesitate to use violence if necessary. Simha's enemies are powerful and ruthless, but he is determined to fight them off with all his might. Along the way, he meets a beautiful woman named"
6762,tt1620449,Conference of Animals,Konferenz der Tiere,2010,\N,93,6391.0,False,"  The Conference of Animals is a 2010 documentary film that follows the story of a group of animals who come together to discuss their future. The animals, representing different species from around the world, are brought together by a mysterious figure known as the Great Spirit. The animals debate and discuss their current situation and how they can work together to improve their lives. They also discuss the impact humans have had on their environment and how they can protect themselves from further destruction. As the conference progresses, the animals come to realize that they must unite in order to survive and protect their habitats. Through this process, they learn about each other's cultures and beliefs"
6766,tt1621039,Free Birds,Free Birds,\N,2013,91,23660.0,False,"  Reggie and Jake are two turkeys from opposite sides of the tracks. Reggie is a wild turkey who lives in the woods, while Jake is a domesticated turkey who lives on a farm. When they discover that they are both on the Thanksgiving menu, they team up to try and save themselves. With the help of a time machine, they travel back in time to the first Thanksgiving in 1621, hoping to change history and get turkeys off the menu for good. Along the way, they meet new friends and enemies, including an evil turkey named Reggie's arch-nemesis, The Great Turkey. With courage and"
6792,tt1646958,Thé Áútớbiớgráphy ớf Nicớláé Céáúséscú,Autobiografia lui Nicolae Ceausescu,2010,\N,180,1459.0,True,"  The Thé Áútớbiớgráphy ớf Nicớláé Céáúséscú is a 2010 documentary film that chronicles the life and career of the renowned French filmmaker. The film begins with an overview of his early life, including his childhood in Paris and his studies at the prestigious IDHEC film school. It then follows his career as a director, from his first feature film, The 400 Blows, to his later works such as Last Tango in Paris and The Last Metro. Along the way, it examines the themes"
6810,tt1653700,The Veteran,The Veteran,2011,\N,98,7137.0,False,"  The Veteran is a 2011 British action thriller film starring Toby Kebbell, Brian Cox and Adi Bielski. The story follows an ex-soldier, Robert Miller (Kebbell), who returns home from Afghanistan to find his life in disarray. He struggles to find a job and is haunted by the memories of his time in the war. Desperate for money, he takes a job as a private security contractor in London. But when he discovers that his employers are involved in illegal activities, he decides to take matters into his own hands and fight back against them. With the help of an old friend (C"
6817,tt1658797,Anuvahood,,2011,\N,88,5026.0,False,"  Anuvahood is a 2011 British comedy film directed by Adam Deacon. The film follows the story of Kenneth, a young man from the East End of London who dreams of becoming a successful rapper. After being rejected by a record label, Kenneth decides to take matters into his own hands and become an independent artist. With the help of his best friend, he sets out to make it big in the rap game. Along the way, he faces many obstacles including rival gangs, police harassment and his own lack of self-confidence. Despite these challenges, Kenneth perseveres and eventually finds success as an independent artist. An"
6830,tt1665011,The Lives of Mount Druitt Youth,,2010,\N,60,1529.0,False,"  The Lives of Mount Druitt Youth is a documentary that follows the lives of young people living in the western Sydney suburb of Mount Druitt. It focuses on the struggles and successes of these young people, as they navigate their way through life in a disadvantaged area. The documentary follows the stories of several individuals, including a teenage mother, a young man struggling with drug addiction, and a group of friends who are trying to make it in the music industry. Through these stories, viewers gain an insight into the challenges faced by youth living in this area. The documentary also highlights the resilience and strength of these young people, as they strive to"
6834,tt1666335,The Calling,,2014,\N,108,8430.0,False,"  The Calling is a 2014 thriller about Detective Hazel Micallef (Susan Sarandon), a small-town cop who is forced to confront her own dark past when a series of gruesome murders occur in her quiet town. As the investigation progresses, Hazel discovers that the killer is targeting people connected to her past, and she must race against time to uncover the truth before it's too late. Along the way, she teams up with Detective Ray Green (Topher Grace) and Father Price (Donald Sutherland) to uncover the killer's identity and motives. With each new clue, Hazel gets closer to uncovering a shocking secret that could"
6838,tt1667354,Thé Páintéd Bird,,2019,\N,169,5468.0,True,"  The Painted Bird is a 2019 drama film directed by Václav Marhoul. It follows the story of a young Jewish boy, played by Petr Kotlár, who is separated from his parents during World War II and must fend for himself in an unfamiliar and hostile environment. He is taken in by various people, some of whom are kind and some of whom are cruel. As he travels through the countryside, he witnesses the horrors of war and the cruelty of mankind. Along the way, he meets a variety of characters who help him survive and eventually find his way home. The film is set against a backdrop"
6840,tt1668200,Elle s'appelait Sarah,,2010,\N,111,16910.0,True,"  Elle s'appelait Sarah (She Was Called Sarah) is a 2010 French drama film directed by Gilles Paquet-Brenner. The film follows the story of Julia Jarmond, an American journalist living in Paris, who is assigned to write an article about the Vel' d'Hiv Roundup, a mass arrest of Jews in Paris during World War II. As she researches the event, she discovers that her own apartment was once occupied by a Jewish family who were victims of the roundup. Julia becomes determined to uncover the truth about what happened to them and embarks on a journey to find out"
6844,tt1670703,Footsteps in the Sand,Stapki v pyasaka,2010,\N,89,1535.0,True,"  Footsteps in the Sand is a 2010 drama film directed by Jochen Alexander Freydank. It follows the story of a young man named Thomas, who is struggling to come to terms with his father's death. After his father's funeral, Thomas decides to take a journey to the beach where his father used to take him as a child. Along the way, he meets an old man who tells him stories about his own life and how he has been searching for something ever since he was a child. As Thomas continues on his journey, he discovers that the old man is actually his father and that he has been searching for"
6896,tt1714014,Majority,,2010,\N,111,5355.0,True,"  The Majority is a 2010 drama film directed by Seren Yuce. It tells the story of a young man, Ali, who is struggling to find his place in the world. He lives in a small Turkish village and works as a shepherd, but he dreams of something more. When he meets an older man, Yusuf, who has been living in exile for years, Ali begins to see the world differently. Yusuf encourages Ali to stand up for what he believes in and fight for his rights. With Yusuf's help, Ali starts to organize the villagers and leads them in a struggle against the corrupt local government. As"
6909,tt1720621,Tráffickéd,Trafficked,2017,\N,104,1502.0,False,"  The 2017 film Tráffickéd follows the story of a young girl, Lina, who is trafficked from her home in the Philippines to Malaysia. She is promised a better life and a job as a domestic worker, but instead finds herself in the hands of traffickers. Lina is forced to work in a brothel and subjected to physical and psychological abuse. She meets other trafficked girls who have similar stories and together they form an unlikely bond. With the help of an NGO worker, they attempt to escape their captors and find freedom. Along the way, they must confront their fears and fight for their lives"
6913,tt1723124,Inbred,,2011,\N,98,4991.0,False,"  The Inbred is a 2011 horror film about four young offenders and their two care workers who embark on a community service weekend in the remote Yorkshire village of Mortlake. The locals are hostile and unwelcoming, and the group soon discovers why: the village is home to a family of deformed, violent inbreds who are determined to protect their home at all costs. As the group struggles to survive the night, they must confront their own prejudices and fears as they battle for survival against the murderous family. With its intense atmosphere and shocking violence, The Inbred is an unforgettable horror experience that will leave you breathless."
6914,tt1723596,Byớmkésh Bákshi,,2010,\N,136,1001.0,True,"  The Byớmkésh Bákshi is a 2010 Bengali drama film directed by Anik Dutta. The film follows the story of Byomkesh Bakshi, a young detective in 1930s Calcutta. He is hired by Ajit, a wealthy businessman, to investigate the mysterious disappearance of his father. As Byomkesh delves deeper into the case, he discovers a web of deceit and corruption that leads him to an unexpected conclusion. Along the way, he must confront dangerous criminals and powerful politicians in order to uncover the truth. With his sharp wit and keen eye for detail"
6916,tt1724970,Beyond Skyline,,\N,2017,106,21111.0,False,"  The movie Beyond Skyline follows Detective Mark Corley, a tough-as-nails cop who is determined to save his son from an alien invasion. After his son is abducted by aliens, Mark teams up with a group of survivors to fight back against the extraterrestrial threat. With the help of a mysterious warrior, they embark on a dangerous mission to rescue his son and take down the alien forces. Along the way, they discover that the aliens have been harvesting humans for their own sinister purposes. With time running out, Mark and his team must battle their way through hordes of aliens and uncover the truth behind the invasion before it"
6918,tt1727252,Chillerama,,2011,\N,120,,False,"  Chillerama is a 2011 horror anthology film that consists of four segments, each with its own unique story. The first segment, ""Wadzilla,"" follows a man who is injected with a serum that causes him to grow into a giant monster. The second segment, ""I Was A Teenage Werebear,"" follows a young man who discovers he is part werewolf and part bear. The third segment, ""The Diary of Anne Frankenstein,"" tells the story of Anne Frankenstein, the daughter of Victor Frankenstein, as she attempts to create her own monster. Finally, the fourth segment, ""Zom-B-Movie,"" follows"
6948,tt1753899,Hemel,Hemel,2012,\N,80,1530.0,False,"  Hemel is a 2012 Dutch drama film directed by Sacha Polak. The film follows the story of Hemel, a young woman living in Amsterdam who is struggling to find her place in the world. She has a complicated relationship with her father, who is distant and emotionally unavailable. Hemel's life takes an unexpected turn when she meets Gijs, an attractive and mysterious man who introduces her to a world of sex and pleasure. As their relationship develops, Hemel begins to explore her own sexuality and desires, while also coming to terms with her father's past. The film follows Hemel as she navigates this"
6950,tt1754320,Operation Shmenti Capelli,,2011,\N,115,1285.0,True,"  Operation Shmenti Capelli is a 2011 action-adventure film directed by Dmitry Kiselev. The story follows a group of Russian special forces operatives as they embark on a mission to rescue a kidnapped scientist from the hands of an international terrorist organization. The team is led by Major Alexei Petrov, who must use all his skills and resources to complete the mission. Along the way, he and his team face numerous obstacles, including treacherous terrain, hostile forces, and deadly traps. As they battle their way through the mission, they must also contend with their own inner demons and personal issues that threaten to derail their progress."
6951,tt1754506,Battleground,,2012,\N,85,1331.0,False,"  The Battleground is a 2012 action-packed war movie that follows the story of a group of American soldiers who are sent to Afghanistan to fight against the Taliban. The soldiers, led by Sergeant Mike Stevens, are tasked with taking out a Taliban stronghold in the remote village of Bala Murghab. As they make their way through the treacherous terrain, they come across an unexpected enemy: a group of Russian mercenaries hired by the Taliban to protect their base. With limited resources and no backup, the soldiers must rely on their wits and courage to survive and complete their mission. Along the way, they must battle both physical and psychological"
6954,tt1754920,Yeh Saali Zindagi,,2011,\N,130,4583.0,True,"  Yeh Saali Zindagi is a 2011 Indian crime drama film directed by Sudhir Mishra. The story follows Arun (Irrfan Khan), a young man who is in love with his childhood friend Mitali (Chitrangada Singh). When Arun's brother-in-law, Joginder (Vipin Sharma), gets involved in a shady business deal, Arun is forced to take matters into his own hands. He kidnaps Joginder and demands a hefty ransom from his family. However, things take an unexpected turn when the police get involved and Arun finds himself in"
6958,tt1758795,The To Do List,The To Do List,2013,\N,104,38696.0,False,"  The To Do List is a 2013 comedy film starring Aubrey Plaza. It follows the story of Brandy Klark, a high school graduate who is determined to shed her nerdy image and become more sexually experienced before she starts college. With the help of her friends, she creates a ""to do list"" of all the activities she wants to try out before college. As she works her way through the list, Brandy discovers that there's more to life than just sex and learns valuable lessons about friendship, love, and self-confidence. Along the way, she also finds herself in some hilarious situations as she navigates her"
6975,tt1780967,Seberg,,2019,\N,102,7557.0,False,"  Seberg is a 2019 political thriller film directed by Benedict Andrews and starring Kristen Stewart as Jean Seberg, a French New Wave actress who was targeted by the FBI in the late 1960s due to her support of civil rights and anti-war movements. The film follows Seberg's story as she is targeted by the FBI's COINTELPRO program, which sought to discredit and disrupt her life. As she struggles to maintain her career and personal life, she finds herself increasingly isolated and paranoid. With the help of a journalist, Seberg begins to uncover the truth behind the FBI's actions against her. As she fights for justice"
6990,tt1787988,Talaash,,2012,\N,140,41254.0,True,"  Talaash is a 2012 Indian psychological crime thriller film directed by Reema Kagti and produced by Excel Entertainment. The film stars Aamir Khan, Rani Mukerji, and Kareena Kapoor in lead roles. The story follows Inspector Surjan Shekhawat (Aamir Khan), who is dealing with a depressing past and investigates a high-profile case involving a movie star and a prostitute. He soon discovers that the case has connections to his own life. As he delves deeper into the investigation, he finds himself in a web of deceit and lies that could cost him his life. Along the way"
6995,tt1793223,Fréé Sámplés,Free Samples,2012,\N,80,2123.0,False,"  The Free Samples is a 2012 comedy-drama film directed by Jay Gammill. It follows the story of a young woman, Samantha, who is struggling to make ends meet and decides to take a job as a sample girl at a local grocery store. She quickly discovers that the job isn't as easy as it seems and she must deal with the eccentric customers, her boss's demands, and her own personal issues. Along the way, she meets an unlikely group of friends who help her navigate through her new life. As Samantha learns more about herself and those around her, she begins to realize that life isn't always"
7003,tt1800241,American Hustle,American Hustle,2013,\N,138,465207.0,True,"  American Hustle is a 2013 crime comedy-drama film directed by David O. Russell. It follows the story of con artists Irving Rosenfeld and Sydney Prosser, who are forced to work with an FBI agent to turn the tables on other con artists, mobsters, and politicians. Irving and Sydney are caught in a web of deceit and corruption as they try to keep their own secrets while helping the FBI bring down some of the most powerful figures in New Jersey. Along the way, they must also deal with their own personal issues, including a strained marriage and a complicated love triangle. As they navigate through this dangerous world"
7015,tt1808223,Losers' Club,,2011,\N,105,22998.0,True,"  The Losers' Club is a 2011 comedy-drama about a group of seven friends who are all struggling to find their place in the world. The group consists of four boys and three girls, all from different backgrounds and with different personalities. They come together when they are all rejected by their peers and form an unlikely bond. Together, they embark on a journey of self-discovery, learning to accept themselves and each other. Along the way, they face obstacles such as bullies, peer pressure, and family issues. Through it all, they learn to rely on each other for support and friendship. In the end, the"
7051,tt1832382,A Separation,,2011,\N,123,234304.0,True,"  A Separation is a 2011 Iranian drama film written and directed by Asghar Farhadi. It tells the story of a married couple, Simin and Nader, who are facing a difficult decision - whether to stay in Iran or leave for a better life abroad. Simin wants to leave, but Nader refuses, so they decide to separate. In order to take care of his elderly father, Nader hires Razieh, a young woman from a poor family. When Razieh's actions lead to an unexpected tragedy, the lives of all involved are changed forever. The film follows the characters as they grapple"
7053,tt1833879,Scary or Die,,2012,\N,94,3721.0,False,"  Scary or Die is a horror anthology film from 2012. It follows five interwoven stories of terror, each with its own unique twist. In the first story, a group of college students are terrorized by a mysterious figure in an abandoned house. In the second story, a young woman is stalked by an unseen force while walking home late at night. The third story follows a man who is haunted by his past and must confront his demons in order to survive. The fourth story follows a group of friends who are terrorized by an evil spirit while camping in the woods. Finally, the fifth story follows a family who"
7055,tt1836099,Bleak Night,Pasookkoon,2010,\N,116,1137.0,True,"  The Bleak Night is a 2010 South Korean drama film directed by Yoon Sung-hyun. It follows the story of three high school friends, Ki-tae, Dong-yoon and Hee-joon, as they struggle to come to terms with the death of their friend, Ji-hwan. The film begins with Ki-tae and Dong-yoon visiting Ji-hwan's grave on the anniversary of his death. As they reminisce about their time together, they begin to uncover secrets that had been kept hidden from them.   The trio soon discovers that Ji-hwan"
7065,tt1843335,Yutham Sei,Yutham Sei,2011,\N,160,1997.0,True,"  Yutham Sei is a 2011 Tamil-language psychological thriller film directed by Mysskin. The film follows the story of a young man named Arul (Cheran) who is suffering from a mental disorder. He is haunted by visions of a mysterious woman and her child, and he believes that they are trying to communicate with him. He soon discovers that the woman is actually his long-lost sister, who was kidnapped as a child and sold into prostitution. Arul sets out to find her and rescue her from her captors. Along the way, he meets an array of characters, including an eccentric doctor,"
7067,tt1844025,Sadako 3D,Sadako 3D,2012,\N,96,1547.0,False,"  Sadako 3D follows the story of a young girl, Mayu, who is haunted by the ghost of Sadako, a cursed girl from a cursed videotape. Mayu discovers that Sadako is trying to take over her body and use it to spread her curse to others. With the help of her friends, Mayu must find a way to stop Sadako before it's too late. Along the way, they uncover secrets about Sadako's past and discover that she was once a normal girl who was wronged by someone close to her. As they try to save Mayu from Sadako's grasp, they must"
7076,tt1854582,No Vacancy,,2012,\N,81,2070.0,False,"  No Vacancy is a 2012 horror film about a group of friends who are on their way to Las Vegas for a weekend getaway. When their car breaks down in the middle of nowhere, they are forced to take refuge in an abandoned motel. Little do they know that the motel is haunted by the ghost of a young girl who was murdered there years ago. As the night progresses, the group discovers that they are not alone and must fight for their lives against an evil force that wants them dead. With time running out, they must find a way to escape before it's too late. Along the way, they uncover secrets about"
7087,tt1861982,Children...,,2011,\N,132,2494.0,True,"  The Children is a 2011 British horror film about a family of four who go on a Christmas holiday to a remote cottage in the countryside. When they arrive, they find that the cottage is haunted by the spirits of children who died in a tragic accident years ago. The family soon discovers that the spirits are trying to take over their bodies and use them to exact revenge on those responsible for their deaths. As the family struggles to survive, they must confront their own fears and prejudices in order to save themselves and each other. With time running out, they must find a way to break the curse before it's too late. Will they be"
7097,tt1867093,The Samaritan,The Samaritan,2012,\N,90,9797.0,False,"  The Samaritan is a 2012 crime drama starring Samuel L. Jackson and Luke Kirby. It follows Foley, an ex-convict who has been released from prison after serving 20 years for a crime he didn't commit. After his release, Foley is determined to start a new life and stay away from the criminal underworld he was once part of. However, when he meets an old friend who is in trouble with the mob, Foley finds himself drawn back into the criminal world and must use his street smarts to survive. With the help of a young prostitute named Iris, Foley must outwit the mobsters and find a way to"
7103,tt1877832,X-Men: Days of Future Past,,\N,2014,132,684885.0,True,"  X-Men: Days of Future Past is a thrilling sci-fi action movie set in the future. In this future, mutants and humans are on the brink of extinction due to giant robots called Sentinels. To save their species, the X-Men must travel back in time to 1973 and prevent a pivotal event that will lead to the Sentinels' creation. Wolverine is sent back in time and must enlist the help of Professor Xavier and Magneto to stop Mystique from assassinating Bolivar Trask, the creator of the Sentinels. Along the way, Wolverine must battle his own demons as he struggles"
